id,tweet
,"Had our Lab PTS tonight 
Cuz of Covid, the vet came to our house

this was fucking brutal (sparing gory details)
all I can say is the vet who came  was amazing
Iâ€™m have worked in hospitals couseling grieving family
i could never do what this vet did today
she was so kind"
,@DietRaisin @imagidadnation is it ever coming back????? This is worse than corona
,"@GeorgeDavid7777 @DeborahVanderH2 @MarySchadeWood @Stalwart_7 @ScottPresler No I had COVID 19 troll boy. I'm the one still on a nebulizer, the one who had to deal with thrush from azithromiacin. Pleurisy from my Lupus and bouts of rage from high doses of prednisone, all while being told for 2 weeks to self quarantine I just had bronchitis! Screw you!"
,Can yâ€™all make a modelo one? ðŸ˜‚ https://t.co/ZjUtofa68X
,"@realDonaldTrump says his wartime president against an invisible enemy, the coronavirus. He has declared war against the United States of America! https://t.co/9hwVos02UL"
,The US coronavirus death toll surpasses American deaths from the Vietnam War
,"@el_gaucho11 â€œi fuck chicks bro, corona doesnâ€™t affect me famâ€ ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/wkNYNgihz3"
,"From the #Mojave desert to the #SierraNevada #mountains gateway at #KennedyMeadows(KM), the landscape changes fast. Arriving to KM in April turns #hiking/#backpacking into a #mountaineering expedition. 

https://t.co/BTvFgqavuw

#PCT #PCT2020 #HikerTrash #trekking #BWOB #COVID19"
,The second riverside county incarcerated PERSON has died in the jail. Tragic and preventable. https://t.co/3stoLEBii2
,"Corona virus was created and could have came about naturally!

https://t.co/neTDubZePG"
,"Honoring United States Department of Defense Naval District Washington Police Department Corporal Lawrence Onley, died April 21, 2020, after contracting COVID-19. Honor him so he is not forgotten. https://t.co/6Zqe96ZO1i"
,"While European workers have helped shape their nationsâ€™ coronavirus policies, most of their U.S. counterparts have no unions to give them a voice. https://t.co/lulxAmAgod"
,Just to test for #therona ðŸ˜³ðŸ˜µðŸ¤¢ https://t.co/Cxm229h3Fu
,"#DoNotOpenCalifornia We are now seeing more critically ill patients than ever from COVID in LA county. Now is not the time to reopen. In addition, hospitals will start to be overwhelmed with elective surgical cases since @GavinNewsom has allowed for them to be resumed. #StayHome"
,"Coronavirus commemorative coins??

With trumpâ€™s signature?

For $125?!?

What the ever-loving fuck is there to commemorate about 60k dead in six weeks? Who the fuck sees this as a money-making opportunity???"
,"More political speak, ##LockdownCA https://t.co/KvNJ9hTyyD"
,â€œTrump Blames @BarackObama â€œ another evergreen headline thatâ€™s just normal now. ðŸ˜¡. #TrumpMadness https://t.co/M1yX4fLXzE
,Might be  because yesterday they had their biggest spike. https://t.co/UZBimJMBIc
,Moron. https://t.co/5x2b6Dhe8d
,"Supposed to be in DC this week, instead Iâ€™m glued to zoom meeting all day with updates and reports. It works for the time being, but I miss the travel and face to face meeting. #COVID19 #fbproud"
,Family matters of television shows not Jewish of team memberships https://t.co/TLI8imyQLN
,"[abuse//#coronavirus//ableism]

This reminds me of my bossâ€™ response when I said #COVID19 was affecting me mentally, physically and financially 

She really told me to practice malnutrition

Knowing full well I am struggling with medical malnourishment 

#ableism https://t.co/mg2YKAOjye https://t.co/uiJPPZq95W"
,@J_GallagherAD3 you make a video doing exactly what you accuse Dems of - politicizing the pandemic. How about this: work across the aisle on programs &amp; policies that make the post-pandemic world better for ALL. Because life pre-Covid kinda sucked for a lot of your constituents. https://t.co/9I4fGEXqi4
,Thank you @CMAdocs for hosting a FREE Webinar: Reopening a Medical Practice During COVID-19 for help physicians during #COVID19
,The #USPS is hiring !!! They need to hire 100â€™s of employees. The #COVID19 pandemic has created a surge in packages needing to be processed and delivered. Details @ABC7 at 3 and 5. https://t.co/bWKouY9m1z
,Letâ€™s play ball ?  wtf #TrumpIsAnIdiot ! https://t.co/azJ4ZiSxKk
,Absolutely Pence is a DISGRACE !!! https://t.co/AzZLShFwM2
,"You have 2 choices:
Believe in fear and hate or believe in hope. I choose the latter. We are fighting much more than just a virus. Donâ€™t lose your humanity along the way.
#coronavirus #COVID19 #Endgame #hope #TonyStark https://t.co/f7a2eIGQ9c"
,"Of course Trump reverts to his go-to ploy when he's screwed it up himself: threaten to sue closest lackey. Why do people work for this ðŸ¤¡? @parscale, find a better job to save the country!
https://t.co/DXMCKgSLvq"
,Dierks Bentley: â€˜It Wonâ€™t Be Like This Foreverâ€™ https://t.co/qpXL7E0Ghi via @RollingStone
,"Are you shitting me. Does one side have murderer, with trump holding a giant box of clorox. Now we're going to find out just how stupid his magas are. This is so disrespectful and so trump. https://t.co/26PoSDp5EH"
,Twitter notifications have coronavirus or something man what is going on
,"Thank you grifter trump. Where are our PPE's and test kits at? Who'd you sell them to? F..King thieving piece of shit. You will end up in prison, and we're going to  come out in such numbers that Amash isn't going to help get you re-elected. https://t.co/8EOtB6ncjL"
,When are Republicans going to get tired of him killing us. Get him and pence out so Pelosi can get us PPE's and test kits and start straightening this shitstorm out so Biden has a headstart. https://t.co/R6PgOua8AD
,Hell no !!! https://t.co/dwMCSce7fo
,Take the children out of the camps so they can be cared for and put these lunatics in. Lock them up so they can't infect anyone else and throw the key away. This is not faith it's stupidity. https://t.co/oABkBalR7t
,"Karma Jared. What goes around comes around. You play with fire, you get burned and we are really on fire right now. Where are our PPE's and test kits, you little weasel? https://t.co/cSpCCE7yVg"
,"BREAKING: Los Angeles becomes first big city to test everyone who wants a test for the coronavirus, Mayor Garcetti announces"
,"Why is this is so hard for you to grasp: the current death toll for one month of covid19 is roughly = to one season of the flu. Not good. #Covid19 deaths reached the fluâ€™s 6 month total in Just 30-days! WHILE THE COUNTRY WAS IN LOCKDOWN. Cut the crap, stay focused on your brand."
,Thank you @Innovate_78 for the feature! https://t.co/P0Evditl29
,"Hopefully after this is over, he'll end up in prison. A really bad southern prison. He won't be cool hand Luke. https://t.co/xg6jIU3rtC"
,"@NewsHour yaâ€™ll realize there is absolutely no correlation between deaths in Vietnam and deaths from COVID19 ... right ðŸ¤·â€â™‚ï¸, unless you believe that COVID-19 is Chinese germ warfare ðŸ¤” ... have an adult conversation ... why didnâ€™t you compare C-19 to annual hiway deaths or suicide?"
,And thatâ€™s exactly what this scientist is going ... working from her gut instinct to find a solution for #covid19 @voguemagazine #AnneWintour #rolemodel. https://t.co/NErJerz5S3
,"@benatargiraldo you are not kidding... walking with hammers all the way to find answers on #covid19. Ainâ€™t no stopping me now.....
Failure is not an option."
,Ditch mitch. https://t.co/2MnDZGnjre
,"Free COVID-19 Tests Available to All LA County Residents, With or Without Symptoms https://t.co/a1jcdEesDB"
,New Corona Workout! https://t.co/lGaWuCtv89
,Lol tbh I swear I prolly had corona in the beginning of January.... itâ€™s definitely been in Cali for a while... like thatâ€™s prolly why my whole dang school had been sick for a week bruh I ainâ€™t worried... smh
,Wonderful. So true. https://t.co/JmWcU00Fer
,"yeah, 1 bc you dirty bitches dont know how to clean up after yourself! https://t.co/jUGB6tQnr5"
,"If youâ€™re going through it during this pandemic and really donâ€™t know where to start trying to find a coping mechanism check out this wonderful resource from the bbs at @Healthline 

https://t.co/YeVHDp6jlb"
,"How about while you all are relaxing at home, that you tour your districts and help the governors evaluate the Covid situation for purpose if reopening...such as, should CA central coast &amp; valley need to be locked down like SF &amp; LA? https://t.co/tpCV2S0wlG"
,"@RWPUSA @jaredkushner 
More than 60,000 DEAD. More than a million INFECTED.

The WH response to the coronavirus HAS NOT been a success.

@POTUS knew in November.

You tried to sideline testing for family profit.

Your success sank the economy, crashed the market and is killing Americans!"
,"New York Daily News: 'Great success storyâ€™: Jared Kushner takes victory lap as coronavirus toll surpasses 61,000.
https://t.co/lkFZddErWr

via @GoogleNews"
,YIKES! https://t.co/oJS60vbvhs
,"Nice!  So finally after hearing:

1. Ppl with contacts are prone
2. Ppl that vape are prone
3. Ppl that drink are prone

I have a full head of hair ðŸ¤˜ðŸ¼ https://t.co/wpw0DnFhAZ"
,"This is s great list of resources - AND supports local businesses! Thank you, @FresnoBee ðŸ¥¦ðŸ“ðŸžðŸ¥©ðŸš

#coronavirus #Fresno 

https://t.co/DiIzhy7rml"
,"i can personally vouch for this knowing people who work in the medical field in California 

 crazy thing is 20% of doctors &amp; RNâ€™s have been laid off due to appointments being cancelled in fear of Covid, while weâ€™re also struggling to maintain care for patients?

makes ya think https://t.co/rSUC06GaGR"
,"Folks in CA are crying about their right to beaches while a morgue in NY is storing bodies of Covid19 victims on ice in box trucks waiting for cremation.  Beaches wonâ€™t go anywhere but Corona will take a life away. It doesnâ€™t care about your right to beaches. Stay home, stay safe https://t.co/BIHeV6Knac"
,"#Covid19 #FanBan CONFUSING ... Why are there two different messages coming from the #WhiteHouse. TASK FORCE to share facts. #Trump wants #Yankees to play.  @realDonaldTrump @parscale @WhiteHouse @AP 

https://t.co/KxZEx4DVQf"
,"I know from experience people very rarely click on YouTube links.  

Make this the exception. https://t.co/Yr22exZ9hx"
,How does Biden look so much oranger than Trump here? https://t.co/D9hrxX4E6D
,"Carnivore friends: with the slaughterhouse closures, please let me know if you need to know where to get your protein. As a vegan, I have ten years experience answering that question several times daily. We will help you get through this. Have a fabulous vegan day! https://t.co/LFEky6ABHd"
,"What is Georgia doing? 

First opening up the state, now this?! https://t.co/MA9bLhxJDC"
,All the idiot needed to do was look around and ask himself â€œwhy is everyone wearing a mask except me?â€ That should have been the hint. #IDidntKnow has been the go to answer when someone from this Admin breaks the law and NOW itâ€™s when going into a hospital without a mask. https://t.co/BeAAQ3kqKq
,I am timing-my-dog-while-she-eats-her-breakfast-kibble days into quarantine. 61 seconds. #COVID19
,Disgrace is putting it lightly https://t.co/TtwHbOAgYa
,Being an â€œessentialâ€ worker really tests your patience with this whole coronavirus crap..
,We are in the middle of a pandemic but this doesnâ€™t stop Trump fro weakening clean car standards that protect our health. This is a blatant disregard for science &amp; can harm the economy over time. Cars &amp; trucks are the largest source of climate-warming emissions. #cleanercars https://t.co/kkQGr2CGUg
,"@RawStory This lie is monumental.

@SecondLady says @VP did not know masks were required at the Mayo clinic?

He entered a medical clinic doing research on the coronavirus &amp; ALL he came in contact with were wearing masks, yet he was unaware?

So he's just clueless &amp; she's UNTRUSTWORTHY."
,Aaaaargh!!! https://t.co/jrZtgMOc8S
,"And the evergreen blame @BarackObama ðŸ–. Yes. Weâ€™ve always been at War with Eastasia, too. https://t.co/CBt3xCAgG4"
,"@KFIAM640 @johnandkenshow Infection rates for Covid-19 can be debated due to antibody tests. What CANNOT be debated is the chaotic effect on hospitals, and first responders if CA did not impose, and continue strict stay at home orders. John&amp;Ken donâ€™t support first responders."
,"No, they don't. Florida opened their beaches and had their largest spike. These people are selfish and will infect the people trying to do the right thing. Stay home. https://t.co/MV1AlY0c2x"
,"Classifying all untested at-home deaths as NOT corona is also a lie, and much more frequent than the reverse. True Covid deaths are almost certainly being dramatically undercounted. https://t.co/L5w8NrInjI"
,This pops in my head every time I hear about #coronavirus plans! ðŸ˜‚ https://t.co/176yxrVACm
,Absolutely right ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ https://t.co/z6RS80q2rt
,Surprised theyâ€™re that high. https://t.co/Vs3S1p6Vgh
,@KPSCALnews are antibody tests available for Covid19?
,"Hate to be an I told you so. But hey, Georgia, Florida and Texas. https://t.co/3Fogr2YRyh"
